qasrl_id	sentence	worker_id	full_question	full_answer	question_start	question_aux	question_body	answer	untokenized sentence	target indices for untok sent
Wiki1k:wikinews:1258031:1:2	This number climbed again by Tuesday -- with reports stating 107 had died , including 57 children .	Worker-7	What is an example of something reports stated	107 had died, including 57 children	What is an example of	_	something reports stated	107 had died, including 57 children	This number climbed again by Tuesday--with reports stating 107 had died, including 57 children.	2,7,10,11
Wiki1k:wikinews:1258031:1:2	This number climbed again by Tuesday -- with reports stating 107 had died , including 57 children .	Worker-7	In what manner did this number climb again by Tuesday	with reports stating 107 had died, including 57 children	In what manner	did	this number climb again by Tuesday	with reports stating 107 had died, including 57 children	This number climbed again by Tuesday--with reports stating 107 had died, including 57 children.	2,7,10,11
Wiki1k:wikinews:1330585:0:0	The Russian Parliament passed a new bill on Tuesday to restrict and regulate blogging and social media content , expected to be enforced in August .	Worker-5	After what is a new bill to restrict and regulate blogging and social media content expected to be enforced in August	After The Russian Parliament passed a new bill on Tuesday	After what	is	a new bill to restrict and regulate blogging and social media content expected to be enforced in August	After The Russian Parliament passed a new bill on Tuesday	The Russian Parliament passed a new bill on Tuesday to restrict and regulate blogging and social media content, expected to be enforced in August.	3,10,13,18,21
Wiki1k:wikinews:1330585:0:0	The Russian Parliament passed a new bill on Tuesday to restrict and regulate blogging and social media content , expected to be enforced in August .	Worker-5	What is the reason the Russian Parliament passed a new bill on Tuesday	to restrict and regulate blogging and social media content	What is the reason	_	The Russian Parliament passed a new bill on Tuesday	to restrict and regulate blogging and social media content	The Russian Parliament passed a new bill on Tuesday to restrict and regulate blogging and social media content, expected to be enforced in August.	3,10,13,18,21
Wiki1k:wikinews:1267722:5:3	Although , we never got the opportunity to do that . ''	Worker-5	What is the reason we never do that	we never got the opportunity	What is the reason	_	we never do that	we never got the opportunity	Although, we never got the opportunity to do that .  "	3,7
Wiki1k:wikinews:1345566:3:1	The commission also proposed to reduce Commonwealth subsidies down to 45 % .	Worker-7	In what manner did the commission propose to reduce Commonwealth subsidies	down to 45 %	In what manner	did	The commission propose to reduce Commonwealth subsidies	down to 45 %	The commission also proposed to reduce Commonwealth subsidies down to 45 %.	3,5
Wiki1k:wikinews:1345566:3:1	The commission also proposed to reduce Commonwealth subsidies down to 45 % .	Worker-7	What is the result of the commission\'s proposal	to reduce Commonwealth subsidies down to 45 %	What is the result of	_	The commission\'s proposal	to reduce Commonwealth subsidies down to 45 %	The commission also proposed to reduce Commonwealth subsidies down to 45 %.	3,5
Wiki1k:wikinews:1303211:4:2	`` The aim of the European Stork Village award is for these places to become internationally known for their special cultural and natural heritage and to hold up their commitment as an example to others '' , says the foundation 's official report .	Worker-5	What is the reason for the European Stork Village award	for these places to become internationally known for their special cultural and natural heritage and to hold up their commitment as an example to others	What is the reason	_	for the European Stork Village award	for these places to become internationally known for their special cultural and natural heritage and to hold up their commitment as an example to others	\ "  The aim of the European Stork Village award is for these places to become internationally known for their special cultural and natural heritage and to hold up their commitment as an example to others ", says the foundation\'s official report.	11,18,28,38
Wiki1k:wikinews:1283126:9:1	Jules Bianchi received a drive-through penalty after colliding with Adrian Sutil , leaving both cars sporting punctures .	Worker-7	What is the result of jules Bianchi colliding with Adrian Sutil	Jules Bianchi received a drive-through penalty after colliding with Adrian Sutil, leaving both cars sporting punctures	What is the result of	_	Jules Bianchi colliding with Adrian Sutil	Jules Bianchi received a drive-through penalty after colliding with Adrian Sutil, leaving both cars sporting punctures	Jules Bianchi received a drive-through penalty after colliding with Adrian Sutil, leaving both cars sporting punctures.	2,7,11
Wiki1k:wikinews:1283126:9:1	Jules Bianchi received a drive-through penalty after colliding with Adrian Sutil , leaving both cars sporting punctures .	Worker-7	After what did jules Bianchi receive a drive-through penalty	colliding with Adrian Sutil, leaving both cars sporting punctures	After what	did	Jules Bianchi receive a drive-through penalty	colliding with Adrian Sutil, leaving both cars sporting punctures	Jules Bianchi received a drive-through penalty after colliding with Adrian Sutil, leaving both cars sporting punctures.	2,7,11
Wiki1k:wikinews:1303211:2:0	Storks nest in the village center on electricity poles and on artificial breeding platforms raised by local authorities .	Worker-5	What is similar to storks nesting on electricity poles	Storks nesting on artificial breeding platforms	What is similar to	_	Storks nesting on electricity poles	Storks nesting on artificial breeding platforms	Storks nest in the village center on electricity poles and on artificial breeding platforms raised by local authorities.	1,14
Wiki1k:wikinews:1303211:2:0	Storks nest in the village center on electricity poles and on artificial breeding platforms raised by local authorities .	Worker-5	What is the reason local authorities raised artificial breeding platforms in the village center	For storks to nest	What is the reason	_	local authorities raised artificial breeding platforms in the village center	For storks to nest	Storks nest in the village center on electricity poles and on artificial breeding platforms raised by local authorities.	1,14
Wiki1k:wikinews:1267722:3:2	This led to the ability to detect pregnancy within sixteen days of conception by ultrasound .	Worker-5	In what manner can someone detect pregnancy within sixteen days of conception	by ultrasound ability	In what manner	can	someone detect pregnancy within sixteen days of conception	by ultrasound ability	This led to the ability to detect pregnancy within sixteen days of conception by ultrasound.	1,6
Wiki1k:wikinews:1338290:2:0	Typically having chemical structure very similar but slightly different from controlled drugs , these substances have been illegalized , and their possession , consumption , trafficking , and manufacturing now carry penalties comparable to that of controlled drugs .	Worker-5	What is similar to chemical structure of controlled drugs	chemical structure of these substances	What is similar to	_	chemical structure of controlled drugs	chemical structure of these substances	Typically having chemical structure very similar but slightly different from controlled drugs, these substances have been illegalized, and their possession, consumption, trafficking, and manufacturing now carry penalties comparable to that of controlled drugs.	1,10,16,25,31
Wiki1k:wikinews:1284590:3:0	While Rice has left her career plans unanswered , she hopes to use her popularity with the Australian public as a platform to something else .	Worker-7	In what manner did rice leave her career plans	unanswered	In what manner	did	Rice leave her career plans	unanswered	While Rice has left her career plans unanswered, she hopes to use her popularity with the Australian public as a platform to something else.	3,9,11
